SequenceName	ClusterNumber
N590	9
N960	9
N54	9
N654	9
N302	9
N52	9
N835	9
N219	9
N464	9
N105	9
N524	9
N711	9
N697	9
N972	9
N3	9
N432	9
N879	9
N16	9
N1030	9
N999	9
N100	9
N649	9
N720	9
N326	9
N1157	9
N898	9
N147	9
N453	9
N1159	9
N253	9
N640	9
N1059	9
N729	9
N951	9
N226	9
N1076	9
N397	9
N580	9
N724	9
N234	9
N802	9
N611	9
N1067	9
N786	9
N8	9
N178	9
N814	9
N1187	9
N171	9
N495	9
N134	9
N959	9
N517	9
N731	9
N910	9
N373	9
N462	9
N4	9
N752	9
N470	9
N303	9
N1	9
N452	9
N598	9
N235	9
N885	9
N296	9
N601	9
N989	9
N992	9
N454	9
N893	9
N942	9
N665	10
N353	10
N789	10
N211	10
N1078	10
N993	10
N262	10
N391	10
N1077	10
N1220	10
N659	10
N114	10
N1104	10
N144	10
N482	10
N891	10
N735	10
N412	10
N239	10
N813	10
N860	10
N549	10
N280	10
N742	10
N905	10
N308	10
N749	10
N862	10
N532	10
N530	10
N1208	10
N53	10
N413	10
N820	10
N1120	10
N809	10
N581	10
N849	10
N247	10
N747	10
N1001	10
N1034	10
N90	10
N1238	10
N868	10
N335	10
N476	10
N49	10
N637	10
N154	10
N32	10
N754	10
N1032	10
N252	10
N1223	10
N24	10
N113	10
N617	10
N782	10
N77	10
N1212	10
N135	10
N242	10
N873	10
N301	10
N389	10
N796	10
N18	10
N378	10
N475	10
N243	10
N1111	10
N599	10
N866	10
N129	10
N102	10
N1127	10
N6	10
N1176	10
N603	10
N740	10
N260	10
N844	10
N192	10
N934	10
N733	10
N975	10
N411	10
N818	10
N895	10
N680	10
N1058	10
N1166	10
N1188	10
N140	10
N430	10
N410	10
N652	10
N1123	10
N737	10
N883	10
N1143	10
N472	10
N867	10
N142	10
N181	10
N1186	10
N1145	10
N984	10
N1023	10
N1240	10
N120	10
N1002	10
N1234	10
N503	10
N561	10
N218	10
N132	10
N67	10
N172	10
N337	10
N479	10
N213	10
N457	10
N230	10
N511	10
N779	10
N5	10
N193	10
N297	10
N687	10
N845	10
N317	10
N852	10
N217	10
N35	10
N968	10
N589	10
N186	10
N228	10
N736	10
N266	10
N1218	10
N604	10
N383	10
N444	10
N315	10
N678	10
N358	10
N708	10
N961	10
N1009	10
N841	10
N1016	10
N203	10
N582	10
N1125	10
N791	10
N833	10
N1175	10
N372	10
N904	10
N316	10
N839	10
N1109	10
N406	10
N91	10
N121	10
N362	10
N294	10
N461	10
N523	10
N945	10
N750	10
N943	10
N1137	10
N1155	10
N509	10
N630	10
N544	10
N552	10
N909	10
N783	10
N281	10
N28	10
N367	10
N463	10
N631	10
N861	10
N1215	10
N1064	10
N299	10
N398	10
N284	10
N468	10
N1217	10
N679	10
N931	10
N952	10
N1070	10
N962	10
N1098	10
N830	10
N1131	10
N1224	10
N1028	10
N1222	10
N20	10
N409	10
N890	10
N916	10
N71	10
N1008	10
N1121	10
N9	10
N1089	10
N1135	10
N1206	10
N168	10
N86	10
N363	10
N692	10
N341	10
N941	10
N542	10
N987	10
N339	10
N380	10
N208	10
N513	10
N405	10
N1071	10
N622	10
N498	10
N330	10
N1031	10
N501	10
N555	10
N571	10
N645	10
N857	10
N456	10
N229	10
N981	10
N1000	10
N164	10
N422	10
N42	10
N619	10
N1119	10
N728	10
N899	10
N128	10
N1007	10
N1048	10
N727	10
N1195	10
N188	10
N436	10
N496	10
N455	10
N117	10
N547	10
N388	10
N1216	10
N605	10
N716	10
N207	10
N575	10
N1114	10
N771	10
N686	10
N416	10
N650	10
N944	10
N138	10
N1248	10
N62	10
N340	10
N522	10
N689	10
N31	10
N1019	10
N191	10
N1022	10
N395	10
N903	10
N788	10
N1148	10
N596	10
N1024	10
N1192	10
N206	10
N347	10
N381	10
N310	10
N593	10
N370	10
N823	10
N699	10
N877	10
N1055	10
N1083	10
N1165	10
N1134	10
N1199	10
N514	10
N758	10
N671	10
N1246	10
N145	10
N390	10
N558	10
N587	10
N858	10
N376	10
N244	10
N329	10
N89	10
N1219	10
N148	10
N384	10
N766	10
N994	10
N609	10
N886	10
N1073	10
N1066	10
N1102	10
N152	10
N1241	10
N859	10
N1228	10
N1040	10
N825	10
N467	10
N1047	10
N1151	10
N838	10
N1153	10
N816	10
N1204	10
N529	10
N59	10
N926	10
N567	10
N196	10
N793	10
N104	10
N1221	10
N935	10
N1247	10
N527	10
N997	10
N887	10
N819	10
N1179	10
N127	10
N550	10
N285	10
N1171	10
N591	10
N808	10
N648	10
N894	10
N976	10
N913	10
N1156	10
N546	10
N683	10
N1085	10
N636	10
N929	10
N701	10
N1227	10
N101	10
N919	10
N1193	10
N314	10
N618	10
N983	10
N970	10
N1133	10
N173	10
N227	10
N245	10
N1063	10
N973	10
N1126	10
N810	10
N1162	10
N1237	10
N705	10
N616	10
N283	10
N85	10
N714	10
N1182	10
N954	10
N1043	10
N520	10
N614	10
N1072	10
N257	10
N1245	10
N437	10
N351	10
N118	10
N821	10
N840	10
N1050	10
N325	10
N267	10
N165	10
N812	10
N440	10
N272	10
N204	10
N980	10
N760	10
N177	10
N478	10
N897	10
N224	10
N746	10
N915	10
N459	10
N125	10
N75	10
N256	10
N831	10
N402	10
N202	10
N82	10
N497	10
N421	10
N685	10
N950	10
N57	10
N672	10
N964	10
N162	10
N313	10
N215	10
N254	10
N13	10
N525	10
N1168	10
N58	10
N130	10
N136	10
N864	10
N670	10
N710	10
N1170	10
N490	10
N772	10
N1213	10
N732	10
N854	10
N305	10
N632	10
N1235	10
N933	10
N815	10
N80	10
N44	10
N1132	10
N110	10
N1115	10
N43	10
N848	10
