SequenceName	ClusterNumber
N426	5
N614	5
N704	5
N318	5
N1073	5
N368	5
N782	5
N360	5
N201	5
N298	5
N531	5
N86	5
N941	5
N1115	5
N1069	5
N1011	5
N552	5
N1057	5
N212	5
N1113	5
N975	5
N579	5
N927	5
N807	5
N983	5
N256	5
N292	5
N238	5
N429	5
N399	5
N758	5
N1099	5
N143	5
N78	5
N261	5
N588	5
N989	5
N262	5
N447	5
N1173	5
N1181	5
N1208	5
N620	5
N208	5
N712	5
N1097	5
N346	5
N578	5
N924	5
N107	5
N304	5
N1002	5
N404	5
N1066	5
N907	5
N600	5
N144	5
N908	5
N1129	5
N681	5
N766	5
N3	5
N108	5
N1194	5
N478	5
N495	5
N524	5
N622	5
N1031	5
N274	5
N1063	5
N796	5
N408	5
N36	5
N132	5
N967	5
N101	5
N773	5
N173	5
N944	5
N1100	5
N886	5
N1088	5
N846	5
N147	5
N866	5
N1147	5
N21	5
N731	5
N278	5
N1135	5
N1180	5
N350	5
N930	5
N1065	5
N18	5
N808	5
N940	5
N233	5
N470	5
N726	5
N27	5
N718	5
N1205	5
N343	5
N456	5
N1227	5
N458	5
N618	5
N248	5
N243	5
N705	5
N374	5
N720	5
N733	5
N24	5
N828	5
N863	5
N414	5
N952	5
N194	5
N409	5
N1220	5
N1145	5
N473	5
N1238	5
N835	5
N1078	5
N697	5
N129	5
N115	5
N917	5
N176	5
N778	5
N753	5
N1192	5
N235	5
N723	5
N193	5
N852	5
N188	5
N891	5
N239	5
N640	5
N294	5
N422	5
N245	5
N762	5
N1116	5
N272	5
N505	5
N344	5
N10	5
N1102	5
N737	5
N918	5
N213	5
N288	5
N1071	5
N161	5
N255	5
N576	5
N170	5
N1029	5
N853	5
N1027	5
N1188	5
N90	5
N150	5
N1153	5
N1240	5
N1105	5
N57	5
N166	5
N226	5
N598	5
N558	5
N9	5
N265	5
N1242	5
N395	5
N671	5
N799	5
N649	5
N494	5
N678	5
N75	5
N268	5
N616	5
N769	5
N574	5
N815	5
N196	5
N1166	5
N289	5
N308	5
N70	5
N830	5
N589	5
N1222	5
N1004	5
N149	5
N127	5
N590	5
N619	5
N668	5
N513	5
N492	5
N550	5
N503	5
N870	5
N1090	5
N1060	5
N1237	5
N504	-1
N744	6
N280	6
N1176	6
N303	6
N364	6
N956	6
N113	6
N611	6
N277	6
N994	6
N66	6
N157	6
N330	6
N476	6
N1228	6
N1075	6
N740	6
N290	6
N768	6
N933	6
N269	6
N45	6
N347	6
N348	6
N1134	6
N442	6
N1070	6
N275	6
N312	6
N1064	6
N527	6
N669	6
N40	6
N1049	6
N488	6
N301	6
N573	6
N322	6
N1214	6
N987	6
N1050	6
N534	6
N708	6
N186	6
N207	6
N984	6
N1210	6
N827	6
N174	6
N781	6
N656	6
N816	6
N394	6
N755	6
N305	6
N548	6
N23	6
N939	6
N390	6
N122	6
N220	6
N692	6
N937	6
N981	6
N661	6
N841	6
N1028	6
N957	6
N460	6
N1183	6
N68	6
N557	6
N900	6
N89	6
N682	6
N79	6
N804	6
N427	6
N754	6
N521	6
N880	6
N826	6
N605	6
N210	6
N1213	6
N922	6
N411	6
N1239	6
N41	6
N970	6
N810	6
N997	6
N373	6
N875	6
N1175	6
N168	6
N52	6
N1059	6
N392	6
N629	6
N1141	6
N617	6
N437	6
N847	6
N894	6
N469	6
N749	6
N1082	6
N915	6
N946	6
N591	6
N528	7
N1020	7
N500	7
N82	7
N325	7
N54	7
N95	7
N259	7
N39	7
N1160	7
N247	7
N380	7
N642	7
N28	7
N123	7
N798	7
N775	7
N862	7
N425	7
N1148	7
N713	7
N789	7
N1074	7
N575	7
N743	7
N221	7
N98	7
N725	7
N99	7
N555	7
N834	7
N916	7
N1146	7
N536	7
N338	7
N1184	7
N1107	7
N260	7
N310	7
N511	7
N459	7
N467	7
N497	7
N972	7
N568	7
N175	7
N546	7
N1003	7
N34	7
N496	7
N1114	7
N452	7
N484	7
N1221	7
N359	7
N391	7
N428	7
N539	7
N179	7
N145	8
N237	8
N300	9
N295	9
N352	9
N594	9
N1052	9
N461	9
N1092	9
N1124	9
N202	9
N1150	9
N59	9
N874	9
N1151	9
N71	9
N118	9
N389	9
N1193	9
N73	9
N200	9
N694	9
N183	9
N479	9
N362	9
N506	9
N56	9
N317	9
N1109	9
N1229	9
N518	9
N393	9
N544	9
N662	9
N12	9
N5	9
N512	9
N657	9
N861	9
N951	9
N741	9
N100	9
N795	9
N637	9
N423	9
N1156	9
N323	9
N935	9
N583	9
N199	9
N351	9
N341	9
N378	9
N986	9
N1197	9
N22	9
N236	9
N760	9
N357	9
N1013	9
N224	9
N33	9
N172	9
N1230	9
N1204	9
N1118	9
N742	9
N498	9
N60	10
N833	10
N158	10
N131	10
N655	10
N832	10
N438	10
N162	10
N647	10
N929	10
N658	10
N1095	10
N857	10
N1231	10
N443	10
N706	10
N855	10
N1154	10
N463	10
N1170	10
N532	10
N84	10
N232	10
N499	10
N873	10
N61	10
N871	10
N906	10
N1120	10
N1079	10
N770	10
N526	10
N1216	10
N709	10
N1081	10
N135	10
N696	10
N603	10
N702	10
N1122	10
N646	10
N701	10
N1201	10
N522	10
N416	10
N1219	10
N730	10
N819	10
N1121	10
N299	10
N727	10
N337	10
N329	10
N801	10
N971	10
N805	10
N858	10
N92	10
N794	10
N148	10
N643	11
N462	11
N6	11
N1223	11
N934	11
N195	11
N587	11
N797	11
N1245	11
N1084	11
N1061	11
N898	11
N688	11
N783	11
N791	11
N554	11
N204	11
N281	11
N1096	11
N1162	11
N1015	11
N1043	11
N919	11
N748	11
N759	11
N1177	11
N621	11
N314	11
N365	11
N1232	11
N327	11
N400	11
N685	11
N1226	11
N171	11
N1234	11
N736	11
N286	11
N910	11
N923	11
N597	11
N659	11
N440	11
N474	11
N283	11
N687	11
N722	11
N345	11
N1179	11
N593	12
N420	12
N1144	12
N1042	12
N439	12
N413	12
N914	12
N1164	12
N1139	12
N680	12
N721	12
N154	12
N263	12
N502	12
N1098	12
N1026	12
N302	12
N217	12
N785	12
N882	12
N627	12
N715	12
N1131	12
N178	12
N246	13
N1106	13
N1030	13
N412	13
N258	13
N1167	13
N31	13
N51	13
N156	13
N1130	13
N942	13
N666	13
N623	13
N777	13
N856	13
N198	13
N379	13
N483	13
N1244	13
N55	13
N241	13
N1241	13
N457	13
N1101	13
N472	13
N1165	13
N776	13
N91	13
N1172	13
N664	13
N711	13
N160	13
N570	13
N925	13
N1236	13
N4	13
N8	13
N1104	13
N947	13
N537	13
N332	13
N533	13
N948	13
N471	13
N509	13
N349	13
N1136	13
N1142	13
N690	13
N698	13
N888	13
N757	13
N638	13
N817	13
N943	13
N953	13
N361	13
N50	13
N77	13
N254	13
N979	13
N1200	13
N650	13
N896	13
N1035	13
N110	13
N1038	13
N445	13
N1199	13
N138	13
N902	13
N433	13
N234	-1
N1067	14
N932	14
N267	14
N584	14
N309	14
N615	14
N369	14
N962	14
N214	14
N684	14
N242	14
N190	14
N1072	14
N403	14
N475	14
N595	14
N240	14
N291	14
N407	14
N604	14
N993	14
N525	14
N633	14
N363	14
N1191	14
N97	14
N822	14
N191	14
N872	14
N230	14
N825	14
N35	14
N42	14
N320	14
N37	14
N893	14
N465	14
N1094	14
N1007	14
N83	14
N1211	14
N339	14
N485	14
N15	14
N899	14
N582	14
N315	14
N996	14
N358	14
N653	14
N859	14
N562	14
N901	14
N585	14
N673	14
N710	14
N16	14
N949	14
N1159	14
N441	14
N146	14
N1123	14
N482	14
N968	14
N978	14
N382	14
N64	14
N1189	14
N137	14
N93	14
N1178	14
N398	14
N1	14
N965	14
N1086	14
N851	14
N151	14
N998	14
N1247	14
N634	14
N945	14
N523	14
N219	14
N551	14
N729	14
N586	14
N376	14
N772	15
N159	15
N468	15
N26	15
N455	15
N1132	15
N257	15
N307	15
N543	15
N293	15
N182	15
N869	15
N225	15
N1196	15
N538	15
N1108	15
N209	15
N489	15
N80	15
N184	15
N477	15
N793	15
N824	15
N508	15
N1051	15
N868	15
N13	15
N46	15
N732	15
N540	15
N610	15
N806	15
N612	15
N333	15
N1006	15
N313	15
N405	15
N177	15
N1018	15
N829	15
N717	15
N1152	15
N609	15
N421	15
N493	15
N287	15
N809	15
N1040	15
N402	15
N164	15
N215	15
N431	15
N931	15
N601	15
N631	15
N25	15
N677	15
N567	15
N1203	15
N608	15
N94	15
N319	15
N136	15
N884	15
N264	15
N187	15
N889	15
N963	15
N1045	15
N133	15
N87	15
N140	15
N14	15
N375	15
N102	15
N675	15
N683	15
N1174	15
N848	15
N385	15
N451	15
N273	15
N881	15
N990	15
N892	15
N216	15
N904	15
N820	15
N1128	15
N1111	15
N335	15
N645	15
N1068	15
N1046	15
N630	15
N648	15
N316	15
N480	15
N1025	15
N982	15
N1110	15
N897	15
N632	15
N152	15
N515	15
N1010	15
N1246	15
N229	15
N529	15
N879	15
N1126	15
N218	15
N1169	15
N1168	15
N839	15
N125	15
N367	15
N667	15
N65	15
N1055	15
N1034	15
N779	15
N571	15
N1117	15
N938	15
N44	15
N572	15
N549	15
N454	15
N865	15
N306	15
