SequenceName	ClusterNumber
N429	10
N806	10
N183	10
N518	10
N169	10
N1033	10
N684	10
N790	10
N137	10
N282	10
N925	10
N990	10
N525	10
N521	10
N163	10
N1235	10
N768	10
N1051	10
N577	10
N1173	10
N314	10
N614	10
N662	10
N103	10
N1202	10
N136	10
N170	10
N825	10
N1081	10
N1185	10
N967	10
N472	10
N744	10
N235	10
N799	10
N993	10
N1241	10
N836	10
N1147	10
N140	10
N339	10
N928	10
N65	10
N784	10
N1218	10
N533	10
N208	10
N988	10
N1122	10
N561	10
N442	10
N901	10
N891	10
N999	10
N900	10
N325	10
N266	10
N1131	10
N209	10
N695	10
N1036	10
N165	10
N152	10
N687	10
N758	10
N201	10
N939	10
N942	10
N474	10
N812	10
N217	10
N212	10
N1181	10
N671	10
N441	10
N756	10
N487	10
N995	10
N1134	10
N1231	10
N90	10
N215	10
N496	10
N579	10
N535	10
N803	10
N1196	10
N308	10
N915	10
N633	10
N918	10
N1040	10
N694	10
N37	10
N283	10
N794	10
N960	10
N1022	10
N354	10
N580	10
N246	10
N189	10
N847	10
N632	10
N996	10
N413	10
N271	10
N818	10
N619	10
N50	10
N244	10
N202	10
N747	10
N563	10
N1024	10
N72	10
N479	10
N653	10
N24	10
N975	10
N49	10
N157	10
N420	10
N719	10
N721	10
N1234	10
N1216	10
N331	10
N121	10
N135	10
N255	10
N205	10
N1157	10
N333	10
N602	10
N627	10
N746	10
N240	10
N976	10
N1227	10
N66	10
N824	10
N754	10
N1109	10
N872	10
N486	10
N949	10
N555	10
N804	10
N302	10
N230	10
N1130	10
N156	10
N1083	10
N1118	10
N334	10
N478	10
N1104	10
N450	10
N77	10
N929	10
N1182	10
N565	10
N625	10
N396	10
N1031	10
N1215	10
N950	10
N881	10
N700	10
N313	10
N203	10
N808	10
N814	10
N20	10
N48	10
N1229	10
N994	10
N667	10
N590	10
N1245	10
N307	10
N941	10
N447	10
N328	10
N727	10
N1006	10
N1192	10
N495	10
N55	10
N311	10
N1077	10
N589	10
N1009	10
N1172	10
N644	10
N621	10
N247	10
N294	10
N877	10
N437	10
N468	10
N703	10
N760	10
N1199	10
N571	10
N856	10
N424	10
N813	10
N594	10
N1047	10
N538	10
N1088	10
N158	10
N513	10
N10	10
N672	10
N844	10
N884	10
N250	10
N991	10
N546	10
N696	10
N615	10
N743	10
N87	10
N532	10
N893	10
N320	10
N745	10
N125	10
N596	10
N945	10
N958	10
N291	10
N640	10
N908	10
N593	10
N349	10
N683	10
N120	10
N68	10
N306	10
N297	10
N1017	10
N1220	10
N258	10
N252	10
N324	10
N697	10
N731	10
N937	10
N124	10
N347	10
N707	10
N200	10
N970	10
N357	10
N676	10
N997	10
N1135	10
N981	10
N809	10
N666	10
N878	10
N194	10
N1018	10
N383	10
N762	10
N428	10
N477	10
N1035	10
N133	10
N453	10
N239	10
N916	10
N639	10
N567	10
N764	10
N511	10
N467	10
N1011	10
N14	10
N71	10
N397	10
N946	10
N1063	10
N99	10
N462	10
N660	10
N1025	10
N278	10
N797	10
N890	10
N113	10
N213	10
N32	10
N344	10
N926	10
N350	10
N849	10
N921	10
N123	10
N888	10
N1219	10
N1014	10
N1171	10
N455	10
N628	10
N86	10
N709	10
N173	10
N259	10
N148	10
N4	10
N870	10
N914	10
N962	10
N868	10
N1232	10
N42	10
N225	10
N698	10
N107	10
N798	10
N1164	10
N36	10
N119	10
N722	10
N971	10
N955	10
N907	10
N378	10
N738	10
N585	10
N838	10
N96	10
N284	10
N752	10
N650	10
N1159	10
N1058	10
N126	10
N1174	10
N966	10
N530	10
N393	10
N410	10
N102	10
N374	10
N108	10
N1211	10
N141	10
N587	10
N385	10
N701	10
N512	10
N299	10
N1107	10
N1228	10
N863	10
N757	10
N386	10
N256	10
N51	10
N963	10
N931	10
N1029	10
N1012	10
N1044	10
N419	10
N199	10
N1039	10
N13	10
N111	10
N210	10
N573	10
N909	10
N104	10
N736	10
N917	10
N8	10
N1075	10
N444	10
N732	10
N1155	10
N1247	10
N649	10
N469	10
N25	10
N651	10
N935	10
N432	10
N497	10
N940	10
N1113	10
N179	10
N492	10
N682	10
N431	10
N894	10
N712	10
N791	10
N326	10
N187	10
N229	10
N73	10
N268	10
N855	10
N882	10
N1073	10
N7	10
N948	10
N1198	10
N595	10
N739	10
N1106	10
N516	10
N473	10
N528	10
N304	10
N360	10
N716	10
N280	10
N674	10
N1126	10
N965	10
N871	10
N765	10
N761	10
N772	10
N436	10
N1230	10
N1114	10
N353	10
N178	10
N218	10
N1203	10
N192	10
N944	10
N219	10
N475	10
N552	10
N1154	10
N569	10
N923	10
N1210	10
N534	10
N1244	10
N248	10
N906	10
N38	10
N54	10
N155	10
N1041	10
N1091	10
N657	10
N1213	10
N529	10
N889	10
N289	10
N641	10
N1116	10
N959	10
N859	10
N167	10
N285	10
N503	10
N1004	10
N1068	10
N706	10
N665	10
N867	10
N159	10
N381	10
N954	10
