SequenceName	ClusterNumber
N1407	7
N1178	7
N4711	7
N1054	7
N586	7
N4798	7
N3913	7
N3286	7
N809	7
N3335	7
N2466	7
N2372	7
N2536	7
N2152	7
N1343	7
N3348	7
N3144	7
N4967	7
N4082	7
N154	7
N4196	7
N408	7
N4949	7
N1942	7
N898	7
N2073	7
N3380	7
N3197	7
N4136	7
N3905	7
N1602	7
N4915	7
N2507	7
N3207	7
N1291	7
N4285	7
N317	7
N2636	7
N4658	7
N1371	7
N4812	7
N2747	7
N1052	7
N3539	7
N2729	7
N226	7
N3868	7
N3307	7
N765	7
N1692	7
N1535	7
N4460	7
N3093	7
N4307	7
N3359	7
N341	7
N3249	7
N1958	7
N4107	7
N4016	7
N1617	7
N1553	7
N3620	7
N355	7
N4570	7
N3111	7
N2198	7
N3498	7
N1399	7
N1737	7
N577	7
N4627	7
N2080	7
N6	7
N156	7
N1277	7
N668	7
N281	7
N3907	7
N2602	7
N1138	7
N1494	7
N3112	7
N2140	7
N1720	7
N759	7
N1130	7
N506	7
N2529	7
N259	7
N3376	7
N2624	7
N4317	7
N680	7
N201	7
N157	7
N2136	7
N1798	7
N2850	7
N4354	7
N265	7
N1232	7
N3153	7
N1001	7
N1544	7
N179	7
N4041	7
N3127	7
N3515	7
N1158	7
N2445	7
N3999	7
N2357	7
N3548	7
N1986	7
N4919	7
N2250	7
N1298	7
N4921	7
N2906	7
N2865	7
N1084	7
N1043	7
N712	7
N2774	7
N1527	7
N321	7
N2696	7
N2767	7
N1035	7
N480	7
N4836	7
N1167	7
N2281	7
N572	7
N4023	7
N2369	7
N1874	7
N4984	7
N216	7
N576	7
N2530	7
N310	7
N1182	7
N4253	7
N4645	7
N2824	7
N2015	7
N583	7
N4734	7
N1755	7
N1914	7
N3843	7
N3609	7
N4801	7
N4604	7
N2558	7
N2557	7
N4244	7
N3010	7
N1267	7
N3998	7
N4380	7
N4049	7
N3517	7
N2658	7
N3400	7
N949	7
N2203	7
N4748	7
N984	7
N1584	7
N3324	7
N3091	7
N1378	7
N1007	7
N4784	7
N268	7
N2830	7
N4969	8
N463	8
N2797	8
N2230	8
N4457	8
N333	8
N2175	8
N1668	8
N826	8
N806	8
N2280	8
N1810	8
N4913	8
N3823	8
N85	8
N3283	9
N1635	9
N3650	9
N684	9
N311	9
N492	9
N1475	9
N4990	9
N3850	9
N4085	9
N4857	9
N727	9
N12	9
N4912	9
N700	9
N1759	9
N1723	9
N24	9
N44	9
N3538	9
N2777	9
N1590	9
N1011	9
N1794	9
N1479	9
N4322	9
N1087	9
N1308	9
N3344	9
N130	9
N1446	9
N1897	9
N1863	9
N4852	9
N4486	9
N4775	9
N706	9
N824	9
N4952	9
N601	9
N1732	9
N3269	9
N2527	9
N3195	9
N3377	9
N3352	9
N1587	9
N4470	9
N196	9
N2248	9
N4851	9
N2093	9
N610	9
N4515	9
N3679	9
N4672	9
N1533	9
N354	9
N4930	9
N1777	9
N1604	9
N4928	9
N2039	9
N2415	10
N1750	10
N522	10
N1236	10
N4793	10
N164	10
N495	10
N4592	10
N4055	10
N4776	10
N4856	10
N1278	10
N4385	10
N855	10
N636	10
N1745	10
N3817	10
N2090	10
N3821	10
N486	10
N2455	10
N2283	10
N4058	10
N647	10
N4525	10
N990	10
N3983	10
N3064	10
N3623	10
N1231	10
N82	10
N2190	10
N2331	10
N2860	10
N2542	10
N4048	10
N2798	10
N2266	10
N4430	10
N676	10
N4599	10
N4298	10
N1341	10
N1147	10
N72	10
N2319	10
N3288	10
N2815	10
N2293	10
N1967	10
N394	10
N4932	10
N4214	10
N4090	10
N1292	10
N3011	10
N1579	10
N2221	10
N1247	10
N2635	10
N3182	10
N2219	10
N2166	10
N4365	10
N3009	10
N3535	10
N753	10
N904	10
N4854	10
N2432	10
N204	10
N2845	10
N2033	10
N4579	10
N3290	10
N3777	10
N2908	10
N15	10
N1743	10
N3057	10
N2693	10
N1426	10
N2186	10
N2425	10
N1901	10
N4659	10
N960	10
N3973	10
N814	10
N1186	10
N4767	10
N66	10
N4254	10
N3384	10
N3671	10
N1881	10
N1424	10
N3496	10
N453	10
N1799	10
N4334	10
N1592	10
N3675	10
N939	10
N121	10
N521	10
N4678	10
N801	10
N242	10
N4504	10
N4280	10
N2444	10
N3092	10
N2909	10
N1844	10
N297	10
N4222	10
N3591	10
N3936	10
N4866	10
N3547	10
N2897	10
N1598	10
N1230	10
N569	10
N435	10
N4867	10
N4149	10
N1241	10
N2484	10
N1673	10
N3916	10
N1107	10
N2006	10
N1562	10
N3979	10
N2596	10
N4716	10
N1651	10
N3492	10
N407	10
N3188	10
N3131	10
N2013	10
N3760	10
N1616	10
N1342	10
N4386	10
N3465	10
N1956	10
N1674	10
N1376	10
N2003	10
N3851	10
N890	10
N4448	10
N1662	10
N2984	10
N519	10
N358	10
N4508	10
N3567	10
N2108	10
N714	10
N4758	10
N2261	10
N3557	10
N3746	10
N2903	10
N1931	10
N1880	10
N4942	10
N2092	10
N4025	10
N2597	10
N1382	10
N1576	10
N2128	10
N1566	10
N442	10
N4063	10
N893	10
N3	10
N4187	10
N1857	10
N3148	10
N4848	10
N3323	10
N124	10
N1928	10
N1548	10
N363	10
N3951	10
N4977	10
N2627	10
N3641	10
N2833	10
N4223	10
N4719	10
N2907	10
N4533	10
N3140	10
N874	10
N1719	10
N2240	10
N729	10
N3824	10
N901	10
N3500	10
N1647	10
N597	10
N3265	10
N1208	10
N4379	10
N3540	10
N649	10
N2591	11
N3523	11
N1033	11
N3378	11
N3756	11
N3029	11
N2919	11
N1984	11
N3004	11
N695	11
N1953	11
N1306	11
N1742	11
N745	11
N3472	11
N2402	11
N2005	11
N4503	11
N1059	11
N4396	11
N3654	11
N4478	11
N1929	11
N2640	11
N3193	11
N1381	11
N2745	11
N1531	11
N2268	11
N1867	11
N535	11
N2882	11
N100	11
N4855	11
N1612	11
N3780	11
N791	11
N3418	11
N1092	11
N728	11
N1402	11
N3041	11
N1451	11
N1144	11
N3225	11
N2078	11
N3457	11
N2195	11
N4554	11
N4487	11
N4122	11
N3668	11
N1408	11
N4482	11
N1656	11
N602	11
N4510	11
N2054	11
N4368	11
N3094	11
N1704	11
N4777	11
N1572	11
N3474	11
N1023	11
N1205	11
N2345	11
N779	11
N4813	11
N1734	11
N4787	11
N2916	11
N2979	11
N2262	11
N3524	11
N2604	11
N1862	11
N4714	11
N2563	11
N4283	11
N1841	11
N655	11
N1421	11
N4740	11
N3938	11
N798	11
N3090	11
N4290	11
N3794	11
N160	11
N1465	11
N1836	11
N94	11
N4266	11
N770	11
N110	11
N1567	11
N4686	11
N3601	11
N1627	11
N4611	11
N3534	11
N808	11
N3289	11
N2011	11
N3773	11
N3181	11
N2846	11
N3364	11
N3375	11
N909	11
N3251	11
N4347	11
N683	11
N2869	11
N471	11
N1430	11
N3067	11
N1385	11
N3488	11
N4745	11
N4684	11
N4402	11
N2472	11
N3345	11
N2100	11
N2573	11
N260	11
N2746	11
N861	11
N1286	11
N955	11
N4629	11
N1781	11
N4644	11
N4736	11
N3758	11
N1480	11
N4476	11
N1516	11
N2226	11
N2088	11
N2538	11
N4459	11
N3048	11
N2042	11
N4302	11
N2837	11
N3259	11
N1311	11
N3038	11
N2915	11
N3763	11
N1575	11
N4802	11
N326	11
N2735	11
N4924	11
N3530	11
N3470	11
N460	11
N2951	11
N2041	11
N2939	11
N3943	11
N4093	11
N443	11
N151	11
N4027	11
N2931	11
N1654	11
N3676	11
N2861	11
N3505	11
N1067	11
N4429	11
N2966	11
N534	11
N40	11
N2793	11
N1190	11
N3774	11
N247	11
N3545	11
N3372	11
N4617	11
N1129	11
N596	11
N4465	11
N3818	11
N3546	11
N3889	11
N1715	11
N1526	11
N4916	11
N1142	11
N3805	11
N3203	11
N3068	11
N291	11
N1865	11
N693	11
N540	11
N3631	11
N3906	11
N2828	11
N173	11
N4825	11
N4057	11
N1455	11
N4208	11
N1176	11
N1769	11
N4488	11
N3527	11
N3219	11
N2772	11
N293	11
N4593	11
N529	11
N3997	11
N2351	11
N4390	11
N257	11
N968	11
N747	11
N176	11
N3123	11
N3693	11
N923	11
N1820	11
N1411	11
N1204	11
N303	11
N2439	11
N3401	11
N2321	11
N1762	11
N4989	11
N2648	11
N2904	11
N4623	11
N1532	11
N1319	11
N3102	11
N604	11
N3216	11
N1070	11
N4910	11
N844	11
N4370	11
N2623	11
N4168	11
N4975	11
N1248	11
N2475	11
N4634	11
N1395	11
N4873	11
N1709	11
N1423	11
N1139	11
N1262	11
N2263	11
N1459	11
N2880	11
N3516	11
N1801	11
N4887	11
N1826	11
N4419	11
N3855	11
N4923	11
N1119	11
N782	11
N3266	11
N3852	11
N1386	11
N2399	11
N3385	11
N2660	11
N2194	11
N2655	11
N3446	11
N1103	11
N4139	11
N504	11
N4962	11
N2146	11
N135	11
N412	11
N4178	11
N922	11
N3888	11
N3217	11
N1125	11
N2718	11
N1352	11
N1116	11
N2938	11
N1427	11
N4418	11
N1730	11
N4286	11
N4051	11
N2379	11
N2023	11
N1735	11
N3589	11
N757	11
N719	11
N2523	11
N3661	11
N2337	11
N4	11
N2237	11
N1783	11
N1234	11
N3005	11
N430	11
N2214	11
N3229	11
N2046	11
N4499	11
N1281	11
N2600	11
N1077	11
N4979	11
N3556	11
N2196	11
N1333	11
N3753	11
N1559	11
N1069	11
N3428	11
N3088	11
N3298	11
N1937	11
N464	11
N2921	11
N4088	11
N4220	11
N4305	11
N820	11
N2144	11
N1270	11
N3224	11
N2217	11
N1954	11
N4933	11
N1981	11
N3717	11
N1444	11
N2595	11
N4612	11
N3208	11
N295	11
N744	11
N230	11
N3581	11
N1832	11
N420	11
N1160	11
N3408	11
N2025	11
N3295	11
N4849	11
N3672	11
N3512	11
N2014	11
N4037	11
N1074	11
N3715	11
N4036	11
N1898	11
N1336	11
N2599	11
N108	11
N3484	11
N366	11
N3476	11
N2878	11
N3781	11
N3002	11
N1032	11
N3860	11
N1599	11
N416	11
N1165	11
N4068	11
N1876	11
N4468	11
N4415	11
N1348	11
N348	11
N4744	11
N92	11
N796	11
N1490	11
N3839	11
N3510	11
N4001	11
N4279	11
N2819	11
N4601	11
N290	11
N2117	11
N546	11
N3722	11
N3119	11
N4301	11
N2671	11
N4669	11
N2656	11
N1588	11
N4395	11
N3159	11
N1924	11
N1696	11
N1060	11
N469	11
N3417	11
N1199	11
N3683	11
N2913	11
N1053	11
N2803	11
N3155	11
N3742	11
N1718	11
N2771	11
N4781	11
N159	11
N2840	11
N2789	11
N221	11
N3126	11
N87	11
N3478	11
N2363	11
N3306	11
N1550	11
N1991	11
N661	11
N4142	11
N2454	11
N3110	11
N488	11
N3475	11
N4495	11
N2470	11
N4597	11
N2923	11
N2827	11
N3483	11
N158	11
N3427	11
N198	11
N3415	11
N3248	11
N4516	11
N4046	11
N1191	11
N671	11
N3328	11
N3066	11
N90	11
N190	11
N1436	11
N4844	11
N3845	11
N109	11
N914	11
N2102	11
N2068	11
N1198	11
N1020	11
N2844	11
N3436	11
N4053	11
N1046	11
N3243	11
N2762	11
N4310	11
N2488	11
N2708	11
N3291	11
N2816	11
N3747	11
N3421	11
N1779	11
N3792	11
N3584	11
N2962	11
N475	11
N4287	11
N438	11
N4407	11
N603	11
N3663	11
N1443	11
N3426	11
N1679	11
N3971	11
N1261	11
N2992	11
N2666	11
N2089	11
N973	11
N4968	11
N4954	11
N3743	11
N4472	11
N4392	11
N2145	11
N877	11
N2139	11
N2437	11
N373	11
N1015	11
N4829	11
N737	11
N2810	11
