SequenceName	ClusterNumber
N359	16
N2792	16
N4724	16
N793	16
N4911	16
N645	16
N3487	16
N3074	16
N1926	17
N2932	17
N1249	17
N4520	17
N3480	17
N682	17
N4197	17
N4070	17
N4992	17
N556	17
N282	17
N4258	17
N3042	17
N4786	17
N4257	17
N3918	17
N3485	17
N2249	17
N567	17
N838	17
N623	17
N2460	17
N4839	17
N4017	17
N3392	17
N1	17
N2273	17
N1992	17
N1817	17
N243	17
N1271	17
N4316	17
N1256	17
N43	17
N4514	17
N4278	17
N3834	17
N3405	17
N4143	17
N1803	17
N3867	17
N3949	17
N2199	17
N3748	17
N543	17
N3912	17
N1609	17
N4213	17
N4133	17
N2832	17
N1545	17
N315	17
N3590	17
N2743	17
N665	17
N635	17
N3698	17
N1746	17
N2570	17
N666	17
N307	17
N2829	17
N789	17
N3542	17
N762	17
N934	17
N3493	17
N2858	17
N581	17
N2561	17
N3592	17
N856	17
N1048	17
N842	17
N4073	17
N2868	17
N180	17
N3835	17
N1362	17
N735	17
N1006	17
N457	17
N195	17
N1899	17
N769	17
N4577	17
N1275	17
N3604	17
N849	17
N3813	17
N940	17
N686	17
N3499	17
N1852	17
N338	17
N4156	17
N566	17
N1601	17
N1314	17
N4013	17
N4332	17
N2320	17
N3723	17
N3560	17
N3062	17
N718	17
N462	17
N448	17
N3800	17
N1224	17
N2614	17
N2272	17
N4980	17
N977	17
N1307	17
N152	17
N638	17
N905	17
N4785	17
N4349	17
N3223	17
N98	17
N2020	17
N3986	17
N2778	17
N585	17
N4480	17
N4217	17
N3933	17
N1630	17
N4440	17
N3149	17
N2233	17
N4551	17
N3381	17
N1886	17
N3340	17
N2910	17
N2520	17
N249	17
N3707	17
N3001	17
N1170	17
N3247	17
N3586	17
N2024	17
N2164	17
N2465	17
N2459	17
N4847	17
N170	17
N2941	17
N3087	17
N2967	17
N4177	17
N3947	17
N1498	17
N2683	17
N3316	17
N3739	17
N199	17
N4458	17
N697	17
N4300	17
N892	17
N691	17
N3574	17
N376	17
N4710	17
N794	17
N2360	17
N2940	17
N2160	17
N2333	17
N3686	17
