SequenceName	ClusterNumber
N4697	17
N2887	17
N903	17
N1705	17
N880	17
N3723	17
N2550	17
N1363	17
N1151	17
N4685	17
N3611	17
N1236	17
N1520	17
N438	17
N407	17
N4618	17
N939	17
N1316	17
N1042	17
N4794	17
N3865	17
N3893	17
N1128	17
N4274	17
N1166	17
N432	17
N1279	17
N961	17
N4498	17
N3188	17
N3120	17
N1425	17
N266	17
N2997	17
N2326	17
N817	17
N516	17
N2308	17
N4315	17
N941	17
N3759	17
N3086	17
N1453	17
N793	17
N459	17
N1776	17
N3285	17
N1614	17
N2489	17
N2216	17
N4390	17
N99	17
N4035	17
N748	17
N4366	17
N3859	17
N2837	17
N1177	17
N1591	17
N1224	17
N876	17
N3649	18
N1618	18
N2347	18
N3694	18
N2566	18
N3098	18
N142	18
N531	18
N3338	19
N2452	19
N2051	19
N4410	19
N1727	19
N1866	19
N1718	19
N4255	19
N577	19
N4474	19
N3014	19
N3970	19
N3339	19
N4972	19
N3863	19
N3117	19
N3558	19
N2963	19
N2206	19
N2450	19
N606	19
N3677	19
N2799	19
N4744	19
N2003	19
N2790	19
N4118	19
N4505	19
N3800	19
N4446	19
N3997	19
N500	19
N1824	19
N760	19
N3782	19
N2693	19
N2473	19
N3270	19
N3234	19
N4513	19
N3523	19
N1514	19
N3195	19
N3243	19
N2277	19
N2000	19
N224	19
N4160	19
N1290	19
N1851	19
N3869	19
N342	19
N1357	19
N3856	19
N4686	19
N2092	19
N3489	19
N4604	19
N4640	19
N5	19
N4823	19
N1223	19
N4551	19
N2822	19
N15	19
N3167	19
N2778	19
N700	19
N1397	19
N2726	19
N4554	19
N2641	19
N1459	19
N2378	19
N1020	19
N1673	19
N4341	19
N3968	19
N1267	19
N4681	19
N3183	19
N1377	20
N1218	20
N3563	20
N1292	20
N4237	20
N2598	20
N286	20
N1410	20
N508	20
N2089	20
N1349	20
N3170	20
N3537	20
N4522	20
N2906	20
N3669	20
N2659	20
N4581	20
N4563	20
N4350	20
N4656	20
N2366	20
N4495	20
N4478	20
N1462	20
N2424	20
N4354	20
N1675	20
N829	20
N112	20
