SequenceName	ClusterNumber
N4221	8
N2698	8
N3137	8
N906	8
N1553	8
N4343	8
N63	8
N4075	8
N1828	8
N4849	8
N2916	8
N1648	8
N4845	8
N709	8
N1715	8
N696	8
N1664	8
N702	8
N2294	8
N2892	8
N2996	8
N3599	8
N2459	8
N3324	8
N1048	8
N3820	8
N4105	8
N732	8
N14	8
N4226	8
N21	8
N1935	8
N4017	8
N3123	8
N3527	8
N855	8
N3217	8
N2257	8
N1970	8
N703	8
N573	8
N4372	8
N1642	8
N2456	8
N631	8
N60	8
N363	8
N2390	8
N759	8
N2884	8
N2441	8
N1562	8
N3165	8
N611	8
N4988	8
N3627	8
N2416	8
N4389	8
N3184	8
N140	8
N4031	8
N3946	8
N616	8
N2411	8
N1497	8
N453	8
N3073	8
N2797	8
N1571	8
N4805	8
N1519	8
N3266	8
N4328	8
N164	8
N2394	8
N2107	8
N3153	8
N4376	8
N1235	8
N619	8
N452	8
N2670	8
N4839	8
N714	8
N608	8
N4752	8
N754	8
N3736	8
N2228	8
N149	8
N2250	8
N3668	8
N4969	8
N2348	8
N2279	8
N1028	8
N4918	8
N4896	8
N1882	8
N857	8
N4352	8
N644	8
N3631	8
N2193	8
N628	8
N4606	8
N2595	8
N201	8
N736	8
N4882	8
N4126	8
N598	8
N3389	8
N2368	8
N1542	8
N4378	8
N2412	8
N2134	8
N1353	8
N233	8
N1251	8
N716	8
N163	8
N4749	8
N1314	8
N2878	8
N3189	8
N1407	8
N2457	8
N1812	8
N3571	8
N4766	8
N2752	8
N2651	8
N932	8
N2401	8
N3805	8
N2421	8
N480	8
N4254	8
N330	8
N4542	8
N4689	8
N772	8
N3728	8
N3623	8
N562	8
N3758	8
N2386	8
N2973	8
N3462	8
N1972	8
N4526	8
N3199	8
N3917	8
N2930	8
N4161	8
N4109	8
N773	8
N2993	8
N1173	8
N1639	8
N1507	8
N3265	8
N1450	8
N4235	8
N4091	8
N1419	8
N2203	8
N2235	8
N706	8
N4167	8
N3084	8
N2153	8
N3975	8
N3818	8
N1938	8
N2578	8
N4873	8
N4732	8
N2629	8
N203	8
N211	8
N1491	8
N1238	8
N2358	8
N2222	8
N2520	8
N4820	8
N1089	8
N3565	8
N1323	8
N582	8
N4222	8
N3941	8
N3214	8
N3413	8
N4868	8
N2709	8
N4754	8
N3965	8
N3663	8
N1652	8
N4715	8
N1461	8
N107	8
N4574	8
N2047	8
N2448	8
N796	8
N823	8
N3261	8
N2592	8
N4051	8
N329	8
N2989	8
N4588	8
N3991	8
N2312	8
N3798	8
N483	8
N4247	8
N3757	8
N2023	8
N3100	8
N2970	8
N200	8
N3721	8
N1886	8
N2099	8
N1252	8
N2569	8
N4921	8
N4438	8
N2589	8
N1332	8
N1841	8
N1454	8
N2178	8
N317	8
N629	8
N3055	8
N789	8
N2777	8
N2570	8
N627	8
N4898	8
N1896	8
N3219	8
N241	8
N2137	8
N2363	8
N3207	8
N2819	8
N2014	8
N2766	8
N3887	8
N4079	8
N2559	8
N1304	8
N4819	8
N2647	8
N4062	8
N2677	8
N4553	8
N910	8
N546	8
N3966	8
N3866	8
N3722	8
N3609	8
N771	8
N4150	8
N4741	8
N3181	8
N884	8
N4628	8
N2850	8
N11	8
N3239	8
N138	8
N3539	8
N3918	8
N4740	8
N2465	8
N1415	8
N3512	8
N3210	8
N122	8
N4649	8
N2501	8
N1352	8
N515	8
N4568	8
N2493	8
N723	8
N1681	8
N2895	8
N2847	8
N4739	8
N971	8
N2798	8
N4419	8
N2910	8
N1982	8
N2429	8
N2019	8
N1929	8
N72	8
N392	8
N1740	8
N4055	8
N4287	8
N2614	8
N3007	8
N1435	8
N3104	8
N1732	8
N437	8
N1521	8
N1849	8
N4156	8
N2500	8
N3945	8
N4624	8
N885	8
N4556	8
N3371	8
N235	8
N1986	8
N1245	8
N1050	8
N4824	8
N3583	8
N4217	8
N1112	8
N4468	8
N4779	8
N600	8
N4596	8
N3161	8
N2816	8
N788	8
N4987	8
N1052	8
N128	8
N2356	8
N2748	8
N1107	8
N3716	8
N3325	8
N2451	8
N114	8
N2692	8
N3967	8
N3587	8
N2764	8
N997	8
N4897	8
N3654	8
N809	8
N2338	8
N3796	8
N2233	8
N1446	8
N3662	8
N96	8
N3948	8
N2453	8
N1147	8
N4507	8
N4092	8
N3456	8
N3233	8
N1281	8
N4772	8
N3315	8
N2323	8
N305	8
N2499	8
N1490	8
N1180	8
N3825	8
N451	8
N3478	8
N403	8
N18	8
N2742	8
N1309	8
N4147	8
N2755	8
N1026	8
N1012	8
N1684	8
N2091	8
N4957	8
N3514	8
N2295	8
N2724	8
N1503	8
N4985	8
N3909	8
N2551	8
N4601	8
N545	8
N4045	8
N4758	8
N4525	8
N2808	8
N260	8
N4721	8
N4851	8
N3351	8
N377	8
N541	8
N52	8
N4443	8
N3815	8
N4939	8
N1653	8
N4451	8
N2234	8
N4658	8
N2025	8
N1117	8
N346	8
N135	8
N4787	8
N3790	8
N877	8
N54	8
N3496	8
N2900	8
N1211	8
N2842	8
N1262	8
N398	8
N1576	8
N858	8
N4457	8
N3822	8
N4124	8
N940	8
N2198	8
N250	8
N1541	8
N2523	8
N980	8
N3196	8
N840	8
N2999	8
N4997	8
N3057	8
N477	8
N964	8
N4231	8
N2650	8
N1854	8
N1992	8
N1883	8
N2339	8
N4870	8
N4392	8
N3747	8
N4456	8
N775	8
N969	8
N2648	8
N4822	8
N3033	8
N1203	8
N3673	8
N2807	8
N1795	8
N2148	8
N2855	8
N209	8
N4477	8
N1194	8
N4344	8
N1988	8
N1277	8
N4802	8
N959	8
N2271	8
N3192	8
N4245	8
N2923	8
N1003	8
N2652	8
N2613	8
N1845	8
N177	8
N1438	8
N4121	8
N3850	8
N3126	8
N2543	8
N4070	8
N2044	8
N2907	8
N2145	8
N3177	8
N4146	8
N3858	8
N1366	8
N1958	8
N1287	8
N4672	8
N1946	8
N2540	8
N1103	8
N1833	8
N949	8
N3168	8
N3162	8
N2060	8
N4025	8
N646	8
N4423	8
N2290	8
N3392	8
N3625	8
N1285	8
N3023	8
N1700	8
N1427	8
N762	8
N4998	8
N2016	8
N247	8
N2430	8
N2594	8
N2353	8
N966	8
N3982	8
N4776	8
N3513	8
N4995	8
N1464	8
N3878	8
N3340	8
N3077	8
N2604	8
N4584	8
N2719	8
N3750	8
N1697	8
N2867	8
N2147	8
N687	8
N871	8
N3125	8
N1711	8
N2330	8
N3867	8
N2848	8
N3420	8
N1255	8
N296	8
N258	8
N1457	8
N4208	8
N3299	8
N2208	8
N2928	8
N2118	8
N1805	8
N1106	8
N1800	8
N41	8
N2034	8
N2406	8
N2391	8
N1339	8
N170	8
N832	8
N557	8
N4151	8
N2481	8
N3451	8
N859	8
N968	8
N2539	8
N1834	8
N4561	8
N2862	8
N2428	8
N3282	8
N2625	8
N979	8
N409	8
N2065	8
N3610	8
N4619	8
N1906	8
N2826	8
N2231	8
N3987	8
N4331	8
N3024	8
N3396	8
N887	8
N4393	8
N3274	8
N1939	8
N827	8
N2472	8
N1077	8
N4976	8
N4169	8
N4183	8
N1558	8
N445	8
N2806	8
N3743	8
N3476	8
N882	8
N471	8
N172	8
N3754	8
N1869	8
N1797	8
N4742	8
N1246	8
N915	8
N2553	8
N1720	8
N281	8
N1346	8
N551	8
N3871	8
N3054	8
N578	8
N1744	8
N4667	8
N34	8
N2487	8
N1649	8
N3002	8
N2646	8
N2262	8
N1993	8
N3164	8
N4975	8
N4760	8
N2477	8
N1766	8
N4903	8
N1164	8
N4811	8
N1763	8
N1137	8
N1313	8
N593	8
N2079	8
N1605	8
N59	8
N4483	8
N3705	8
N920	8
N3957	8
N3227	8
N387	8
N3518	8
N2466	8
N704	8
N1716	8
N4198	8
N2844	8
N1517	8
N13	8
N4081	8
N4131	8
N4011	8
N1295	8
N2605	8
N132	8
N4019	8
N48	8
N4305	8
N3175	8
N3497	8
N2631	8
N2017	8
N3749	8
N3230	8
N1298	8
N33	8
N2512	8
N2913	8
N3145	8
N3415	8
N4806	8
N3231	8
N1682	8
N4751	8
N4777	8
N3453	8
N4297	8
N4637	8
N3044	8
N2502	8
N3777	8
N412	8
N3554	8
N1641	8
N1486	8
N1496	8
N2052	8
N399	8
N2427	8
N1184	8
N710	8
N3257	8
N621	8
N4915	8
N1539	8
N1380	8
N3770	8
N2660	8
N3174	8
N2445	8
N4577	8
N1213	8
N2029	8
N663	8
N3465	8
N988	8
N3652	8
N534	8
N4907	8
N4155	8
N3686	8
N2671	8
N1240	8
N2383	8
N2732	8
N1365	8
N1381	8
N873	8
N3761	8
N4539	8
N408	8
N4323	8
N3021	8
N3482	8
N2409	8
N4093	8
N2711	8
N2328	8
N4367	8
N2775	8
N3666	8
N3284	8
N3223	8
N85	8
N3656	8
N419	8
N4239	8
N2830	8
N3173	8
N553	8
N4982	8
N2097	8
N4176	8
N4229	8
N3037	8
N3899	8
N3437	8
N1524	8
N4244	8
N2293	8
N3487	8
N1303	8
N1488	8
N2694	8
N2486	8
N3187	8
N3974	8
N4289	8
N98	8
N345	8
N2495	8
N2167	8
N1062	8
N3150	8
N2004	8
N506	8
N1803	8
N4971	8
N2642	8
N4216	8
N4854	8
N841	8
N2181	8
N1431	8
N3082	8
N2209	8
N2783	8
N3506	8
N461	8
N1253	8
N4908	8
N2218	8
N3492	8
N868	8
N4273	8
N691	8
N4448	8
N375	8
N4015	8
N4750	8
N3553	8
N1007	8
N370	8
N2745	8
N1354	8
N113	8
N768	8
N340	8
N2812	8
N1152	8
N1022	8
N1633	8
N273	8
N2230	8
N1401	8
N2860	8
N1968	8
N4123	8
N4634	8
N474	8
N2787	8
N2537	8
N2508	8
N3020	8
N2439	8
N3993	8
N3220	8
N3484	8
N489	8
N4614	8
N3950	8
N1892	8
N3707	8
N901	8
N192	8
N2618	8
N3534	8
N2686	8
N3711	8
N1133	8
N364	8
N1796	8
N698	8
N4803	8
N2214	8
N1593	8
N1018	8
N4704	8
N3446	8
N1918	8
N2983	8
N2059	8
N4386	8
N1501	8
N890	8
N3253	8
N4179	8
N2616	8
N2685	8
N1976	8
N3430	8
N3942	8
N1481	8
N674	8
N1726	8
N758	8
N1393	8
N4679	8
N2756	8
N356	8
N3332	8
N843	8
N886	8
N380	8
N1378	8
N4702	8
N4544	8
N1467	8
N560	8
N4885	8
N3755	8
N802	8
N4129	8
N3485	8
N2739	8
N1123	8
N1073	8
N362	8
N3986	8
N4256	8
N4110	8
N2946	8
N4736	8
N2103	8
N1995	8
N3641	8
N839	8
N1473	8
N4314	8
N3665	8
N4767	8
N4546	8
N3316	8
N1692	8
N3724	8
N856	8
N3302	8
N1746	8
N1096	8
N2653	8
N210	8
N1781	8
N4615	8
N1535	8
N3483	8
N2251	8
N4321	8
N3130	8
N37	8
N4502	8
N2680	8
N57	8
N595	8
N2305	8
N4713	8
N2116	8
N1960	8
N1655	8
N2921	8
N3819	9
N3408	9
N1638	9
N569	9
N2243	9
N1384	9
N1300	9
N597	9
N744	9
N4690	9
N1730	9
N4016	10
N274	10
N4296	10
N3645	10
N1667	10
N3455	10
N1928	10
N554	10
N3060	10
N4765	10
N2516	10
N4006	10
N2683	10
N4166	10
N1109	10
N1690	10
N2437	10
N9	10
N3981	10
N2705	10
N4115	10
N902	10
N1345	10
N1056	10
N4437	10
N4852	10
N2008	10
N2511	10
N4122	10
N721	10
N2479	10
N3547	10
N1125	10
N4622	10
N523	10
N4543	10
N3267	10
N3385	10
N4054	10
N3935	10
N1445	10
N1669	10
N3232	10
N4427	10
N4575	10
N4325	10
N2105	10
N746	10
N1872	10
N1283	10
N4083	10
N1376	10
N3849	10
N327	10
N4809	10
N4303	10
N1275	10
N2128	10
N349	10
N4458	10
N2969	10
N2289	10
N2020	10
N462	10
N3907	10
N3906	10
N4612	10
N2998	10
N4050	10
N295	10
N1537	10
N4714	10
N1025	10
N2345	10
N4285	10
N2536	10
N182	10
N2990	10
N4117	10
N905	10
N869	10
N343	10
N229	10
N4082	10
N1509	10
N1475	10
N2894	10
N466	10
N2784	10
N2444	10
N3672	10
N3344	10
N3689	10
N2426	10
N2015	10
N3470	10
N3092	10
N2611	10
N3853	10
N799	10
N2237	10
N1754	10
N2619	10
N3426	10
N3603	10
N3585	10
N896	10
N218	10
N618	10
N2413	10
N2681	10
N956	10
N2853	10
N3242	10
N4980	10
N2073	10
N2509	10
N157	10
N4377	10
N3066	10
N2169	10
N4243	10
N1374	10
N1188	10
N3789	10
N4793	10
N4728	10
N3363	10
N290	10
N1280	10
N293	10
N1154	10
N2874	10
N2632	10
N4288	10
N532	10
N2612	10
N1261	10
N2824	10
N2919	10
N4761	10
N4227	10
N4547	10
N931	10
N3934	10
N613	10
N4143	10
N1084	10
N3590	10
N95	10
N1265	10
N4545	10
N2936	10
N1500	10
N1472	10
N485	10
N2157	10
N1076	10
N2440	10
N2009	10
N279	10
N4867	10
N1751	10
N3481	10
N4473	10
N280	10
N3136	10
N994	10
N1443	10
N1039	10
N3379	10
N171	10
N162	10
N4145	10
N2200	10
N4936	10
N893	10
N3793	10
N2082	10
N525	10
N1404	10
N765	10
N4359	10
N1860	10
N3927	10
N2664	10
N2833	10
N416	10
N1924	10
N3710	10
N1769	10
N4396	10
N3471	10
N240	10
N2432	10
N3781	10
N803	10
N469	10
N1071	10
N2695	10
N914	10
N2307	10
N1368	10
N1447	10
N4958	10
N2602	10
N1758	10
N4142	10
N1979	10
N3698	10
N4521	10
N1947	10
N2315	10
N1031	10
N3283	10
N581	10
N400	10
N331	10
N3142	10
N1301	10
N891	10
N3730	10
N3684	10
N10	10
N4360	10
N4144	10
N1808	10
N679	10
N4407	10
N4046	10
N2505	10
N4746	10
N2298	10
N1361	10
N1055	10
N3999	10
N770	10
N599	10
N3740	10
N4990	10
N1221	10
N2949	10
N1671	10
N2220	10
N1214	10
N3003	10
N1891	10
N992	10
N2771	10
N393	10
N2245	10
N2036	10
N1530	10
N1765	10
N1091	10
N1621	10
N1185	10
N4420	10
N2474	10
N676	10
N4487	10
N2714	10
N3026	10
N1628	10
N4409	10
N1143	10
N4530	10
N3477	10
N3221	10
N3218	10
N2609	10
N207	10
N1064	10
N2576	10
N2204	10
N147	10
N2743	10
N3541	10
N1045	10
N3973	10
N425	10
N3438	10
N797	10
N3718	10
N2532	10
N1772	10
N4515	10
N1260	10
N2583	10
N491	10
N3155	10
N1162	10
N2374	10
N74	10
N2880	10
N2425	10
N1665	10
N4188	10
N3323	10
N1249	10
N3877	10
N1237	10
N1070	10
N2841	10
N4881	10
N1006	10
N2558	10
N2057	10
N2920	10
N4887	10
N4493	10
N4214	10
N1027	10
N730	10
N3159	10
N458	10
N3160	10
N3319	10
N4856	10
N490	10
N3568	10
N3109	10
N660	10
N4707	10
N4276	10
N2042	10
N4719	10
N4225	10
N4757	10
N3022	10
N2904	10
N3460	10
N4252	10
N4455	10
N3171	10
N538	10
N3431	10
N2061	10
N624	10
N1943	10
N2734	10
N3540	10
N1574	10
N1582	10
N4313	10
N3842	10
N4494	10
N1953	10
N1364	10
N2408	10
N550	10
N1607	10
N1294	10
N2151	10
N1157	10
N1836	10
N3813	10
N1708	10
N2163	10
N1209	10
N2194	10
N1634	10
N444	10
N238	10
N4506	10
N4490	10
N2299	10
N3374	10
N4773	10
N244	10
N1060	10
N4848	10
N3467	10
N3575	10
N1749	10
N115	10
N4911	10
N1370	10
N1478	10
N1220	10
N4570	10
N3908	10
N217	10
N4180	10
N3806	10
N2926	10
N2744	10
N2950	10
N1171	10
N3209	10
N2980	10
N352	10
N141	10
N4426	10
N4994	10
N3288	10
N695	10
N3954	10
N1466	10
N3341	10
N194	10
N3504	10
N3345	10
N4629	10
N4010	10
N1847	10
N337	10
N2314	10
N2669	10
N2131	10
N3901	10
N40	10
N3928	10
N1127	10
N2914	10
N4153	10
N3538	10
N4680	10
N633	10
N4157	10
N2717	10
N552	10
N371	10
N4069	10
N1063	10
N3922	10
N1821	10
N4095	10
N3598	10
N2001	10
N1350	10
N4206	10
N2702	10
N2924	10
N2183	10
N4955	10
N3468	10
N991	10
N3971	10
N2987	10
N2682	10
N179	10
N2689	10
N995	10
N1140	10
N155	10
N4459	10
N3010	10
N4557	10
N3515	10
N2351	10
N2232	10
N4796	10
N297	10
N2269	10
N2803	10
N4148	10
N3314	10
N808	10
N1680	10
N804	10
N4340	10
N642	10
N3701	10
N2656	10
N4084	10
N790	10
N688	10
N454	10
N2573	10
N1545	10
N4078	10
N423	10
N3405	10
N4992	10
N4398	10
N3349	10
N1782	10
N2058	10
N800	10
N4061	10
N927	10
N3674	10
N2354	10
N3498	10
N4326	10
N3601	10
N2490	10
N2976	10
N4695	10
N1734	10
N4413	10
N4826	10
N755	10
N3229	10
N3939	10
N2418	10
N4203	10
N3731	10
N2217	10
N664	10
N1485	10
N2172	10
N501	10
N428	10
N2769	10
N1606	10
N4609	10
N3637	10
N4977	10
N4342	10
N511	10
N1662	10
N4387	10
N4196	10
N3895	10
N2384	10
N1225	10
N1602	10
N812	10
N1811	10
N1392	10
N4119	10
N1661	10
N3479	10
N1041	10
N4661	10
N3295	10
N1139	10
N2287	10
N1657	10
N4332	10
N3091	10
N1193	10
N2161	10
N3049	10
N1268	10
N3185	10
N947	10
N4935	10
N1195	10
N2786	10
N2152	10
N3424	10
N1197	10
N4417	10
N1463	10
N4731	10
N414	10
N4424	10
N694	10
N4847	10
N277	10
N3788	10
N4564	10
N2805	10
N2513	10
N2525	10
N3709	10
N1114	10
N2395	10
N1430	10
N3034	10
N1144	10
N4528	10
N2925	10
N1394	10
N2622	10
N262	10
N4578	10
N705	10
N953	10
N4018	10
N2603	10
N261	10
N2957	10
N353	10
N4621	10
N1581	10
N306	10
N2791	10
N4021	10
N2546	10
N3602	10
N366	10
N3093	10
N4775	10
N3143	10
N4590	10
N2754	10
N3245	10
N1937	10
N3592	10
N4293	10
N1418	10
N2150	10
N1108	10
N2313	10
N863	10
N3929	10
N2187	10
N4816	10
N3429	10
N3212	10
N4639	10
N2442	10
N848	10
N1254	10
N1961	10
N1005	10
N2985	10
N3128	10
N65	10
N3531	10
N1142	10
N4869	10
N1859	10
N1512	10
N3384	10
N1613	10
N986	10
N1093	10
N2747	10
N4932	10
N1688	10
N2166	10
N443	10
N2334	10
N4218	10
N2045	10
N3546	10
N2195	10
N1923	10
N1033	10
N4096	10
N1244	10
N276	10
N881	10
N3509	10
N549	10
N3915	10
N1728	10
N4120	10
N381	10
N984	10
N4858	10
N1270	10
N2640	10
N3	10
N1685	10
N962	10
N2201	10
N4435	10
N4362	10
N1775	10
N821	10
N4769	10
N4113	10
N2912	10
N3411	10
N3741	10
N2507	10
N4080	10
N814	10
N3614	10
N1555	10
N849	10
N4397	10
N779	10
N2303	10
N1082	10
N1601	10
N3322	10
N2467	10
